amor	mexico/a0
amplio	latam/a1
analizar	spain/b1
ancho	latam/a1
anda	spain/a1
andando	spain/a1
andar	latam/a1
andar suelto	latam/b1
andén	latam/a1
anoche	latam/b1
anochecer	mexico/a0
anotar	spain/a2
ansioso	latam/a1
antes	spain/a1
antes que ella	spain/b1
antes que nada	spain/b1
antigua	latam/a0
antiguo	mexico/a0
anuncio	spain/b1
apagado	latam/a1
apagar	latam/a1
aparador	spain/a2
aparece	mexico/a0
aparecer	mexico/a0
apariencia	latam/a2
apellido	latam/a1
apenas	latam/a0
aplaudir	mexico/a0
aplicación	latam/a1
apoyada	spain/a1
apoyar	latam/a1
apoyarse	spain/b1
apoyo	spain/b1
aprender	latam/a0
apretar	spain/b1
aprobar	latam/a1
aprovechar	spain/b1
apuntar	spain/b1
apurado	latam/a1
apurarse	latam/b1
aquí	latam/a0
aquí mismo	spain/b1
arboleda	spain/a2
archivador	spain/a2
arcilla	spain/a2
arcoíris	latam/a0
armar	latam/b1
aroma	spain/a2
arrastrar	spain/a2
arreglar	latam/a1
arrepentirse	latam/b1
arriba	mexico/a0
arriero	latam/b1
arroyo	spain/a2
artesano	mexico/a0
asado	latam/a1
ascensor	spain/b1
asentir	spain/b1
asiento	latam/a1
asomar	spain/b1
asomarse	latam/a2
asunto	latam/a2
asustar	spain/a2
así	latam/a0
así de simple	spain/b1
atajo	spain/a2
atar	latam/a1
atascarse	spain/a2
atención	mexico/a0
atraso	latam/b1
aumentar	spain/b1
aunque	latam/a1
aunque lo supiera	spain/b1
aunque sea	spain/a1
auricular	spain/a2
autobús	mexico/a0
auténtico	spain/a2
avanzar	latam/a2
avenida	latam/a1
averiguar	spain/b1
avisar	latam/a1
aviso	latam/a1
avión	latam/a1
ayer	latam/b1
ayuda	latam/a0
ayudante	latam/b1
ayudar	latam/a2
azul	mexico/a0
azulejo	latam/a1
azúcar	latam/a1
añadir	spain/a1
año	latam/a0
años	latam/a0
aún	spain/a1
bahareque	latam/b1
bailar	mexico/a0
baja	spain/a1
bajada	latam/a1
bajar	mexico/a0
bajarse	latam/a2
bajito	latam/a2
bajo	latam/a1
balcón	mexico/a0
balde	latam/a2
balsa	latam/a2
banca	latam/a1
banco	latam/a0
bandeja	spain/a2
banqueta	spain/a2
barandal	spain/a2
barandilla	spain/a1
barato	latam/a1
barniz	latam/a1
barra	spain/a1
barranco	spain/a2
barrer	latam/a2
barriga	spain/a2
barrio	latam/a0
barro	latam/b1
bastante	latam/a1
bastidor	latam/b1
basura	spain/b1
bata	spain/a1
batería	mexico/a0
batir	spain/a1
bebida	spain/a1
besar	mexico/a0
bien	latam/a0
bien dicho	spain/a1
bienvenida	latam/a0
billete	mexico/a0
billetera	latam/a1
birome	latam/a1
bisagra	spain/a2
bizcocho	spain/a1
blanca	latam/a0
blanco	spain/b1
blanco y negro	latam/a2
blando	latam/a1
boca	spain/a2
bocado	mexico/a0
boda	latam/a1
boleto	latam/a1
bollo	spain/b1
bolsa	mexico/a0
bolsillo	spain/a2
bolsita	latam/a1
bolso	latam/a1
bolígrafo	spain/a2
bombilla	latam/a1
bondi	latam/a1
bonito	mexico/a0
bordar	latam/b1
borde	latam/a1
bordillo	latam/a1
borrar	latam/a1
borrarse	latam/b1
bostezar	spain/a2
bote	latam/a1
botiquín	spain/a2
botón	latam/a1
brazo	latam/a1
breve	spain/b1
brillar	mexico/a0
brindar	spain/a2
brisa	spain/a2
broma	spain/b1
brote	latam/b1
buenas	spain/a1
bueno	latam/a2
buenos días	spain/a1
buscar	latam/a0
butaca	spain/a2
caber	latam/a1
cabeza	spain/b1
cabra	spain/a2
cabuya	latam/b1
cada	latam/a0
cada poco	spain/a1
cadena	latam/a1
cadera	spain/a2
caer	latam/a0
caerse	spain/a1
cafetal	latam/b1
cafetera	latam/a2
cafetería	latam/a2
caja	latam/a0
cajero	spain/a2
cajita	latam/a2
cajón	latam/a1
calabaza	spain/a2
calamar	spain/a2
calculadora	spain/b1
calcular	latam/b1
caldo	spain/a2
calendario	spain/b1
calentar	latam/a1
calidad	spain/b1
caliente	latam/a1
callada	latam/a2
callado	mexico/a0
callar	latam/a1
callarse	spain/b1
calle	mexico/a0
callejón	mexico/a0
calles	latam/a0
calma	spain/a2
calmado	spain/b1
calmar	mexico/a0
calor	mexico/a0
cambiar	latam/a0
cambiar de idea	latam/b1
cambiar la cara	spain/a1
cambio	latam/a1
caminar	mexico/a0
camino	mexico/a0
camioneta	latam/b1
camisa	spain/a2
camión	latam/b1
campera	latam/a1
canasta	mexico/a0
canasto	spain/a2
canción	mexico/a0
candado	latam/a1
candil	latam/a2
canela	latam/a0
canoa	latam/a2
cansada	latam/a0
cansado	mexico/a0
cansados	latam/a0
cansancio	latam/b1
cansar	spain/a2
cantar	latam/a0
cantidad	latam/a1
canto	latam/a1
capataz	latam/b1
capaz	spain/b1
capilla	latam/b1
cara	latam/a0
carantanta	latam/b1
cargado	latam/b1
cargador	latam/a1
cargar	latam/a1
cargo	spain/b1
cariño	mexico/a0
caro	latam/a1
carpeta	latam/a1
carrera	latam/a2
carriel	latam/b1
carro	latam/b1
carta	latam/a1
cartel	spain/a1
cartera	spain/a1
cartón	spain/a2
casa	mexico/a0
casas	latam/a0
casero	spain/b1
casi	latam/a0
casi vacío	latam/a1
casilla	latam/a1
caso	spain/b1
catedral	mexico/a0
causa	spain/b1
cayote	latam/b1
cazuela	spain/a2
caña	spain/a1
cebolla	spain/a2
ceder	spain/b1
ceja	spain/a1
celebración	latam/a2
celebrar	spain/a1
celular	latam/a1
cemento	spain/b1
cena	spain/a1
cenar	spain/b1
ceniza	spain/a2
cenote	mexico/a0
centro	latam/a2
cera	latam/b1
cerca	mexico/a0
cercano	spain/b1
cerco	latam/b1
cerrado	latam/a1
cerradura	latam/a1
cerrar	latam/a1
cerro	spain/a2
cerrojo	latam/a1
certeza	spain/b1
cesto	spain/a2
chaleco	latam/a2
changarín	latam/b1
charamusca	mexico/a0
charanga	spain/a1
chica	spain/a1
chico	mexico/a0
chile	mexico/a0
chispa	spain/b1
chiva	latam/b1
chocar	spain/a1
chofer	latam/a0
chontaduro	latam/b1
chuleta	latam/a2
churro	latam/a1
chócolo	latam/b1
cielo	mexico/a0
cifra	latam/a1
cinco	latam/b1
cinta	spain/a2
cinta adhesiva	latam/a1
cinto	latam/b1
cinturón	latam/a1
ciudad	mexico/a0
clara	latam/a0
claro	mexico/a0
clase	latam/a1
clavo	latam/a1
cliente	spain/b1
clientes	latam/b1
clima	latam/a1
clip	spain/a2
cobarde	spain/a2
cobertor	latam/a2
cobrar	spain/a1
cocer	spain/a2
coche	spain/a1
cochinita pibil	mexico/a0
cocina	spain/a1
codo	spain/a1
cofradía	latam/b1
coger	spain/b1
coger aire	spain/a1
cojín	spain/a2
cola	latam/a1
cola del pan	spain/a1
colaborar	spain/b1
colador	spain/a2
colcha	spain/a2
colchón	latam/a1
colectivo	latam/a1
colgado	spain/a1
colgar	mexico/a0
collar	mexico/a0
colocar	spain/a2
color	mexico/a0
colorado	latam/b1
colores	latam/b1
columna	latam/a1
comedor	spain/a1
comentario	spain/b1
comenzar	spain/b1
comer	latam/a2
comerse	latam/a1
comida	mexico/a0
comisión	spain/a1
como	latam/a2
como todas	spain/a2
como vino	spain/b1
comparar	latam/a1
compañero	latam/a2
competir	spain/b1
completo	latam/a1
complicado	latam/a1
complicarse	spain/a1
compra	spain/a1
comprar	mexico/a0
comprender	spain/b1
comprobar	spain/b1
compromiso	spain/b1
comunicar	spain/b1
común	latam/a1
con calma	mexico/a0
con cuidado	spain/a1
concluir	spain/b1
conexión	latam/a1
confesar	latam/b1
confianza	spain/b1
confiar	spain/b1
confirmar	spain/b1
conforme	latam/b1
confundir	spain/a1
confundirse	latam/a2
confusión	spain/b1
conocer	mexico/a0
conseguir	latam/a2
consejo	latam/b1
contacto	latam/a1
contar	latam/a0
contar con	spain/a2
contenta	latam/a0
contento	latam/a0
contentos	latam/a0
contesta	spain/a1
contestar	latam/a1
continuar	latam/a2
contra	latam/a2
contra la ley	latam/b1
contraseña	latam/a1
contratar	latam/b1
contrato	spain/b1
conversación	spain/a1
copia	spain/b1
copiar	latam/b1
coraje	spain/a2
corazón	latam/a0
corbata	latam/a2
cordel	spain/a2
cordillera	latam/b1
cordón	spain/a2
corral	latam/b1
correa	latam/b1
correcto	latam/a1
corredor	latam/b1
corregir	spain/b1
correo	latam/a1
correr	latam/a2
corriente	latam/a2
corta	spain/a1
cortado	latam/a1
cortante	latam/b1
cortar	mexico/a0
cortarse	spain/b1
cortina	latam/a1
corto	latam/a1
cosa	spain/a1
cosas	latam/a0
coser	latam/b1
costa	latam/a2
costar	latam/a1
costumbre	spain/a1
credencial	spain/a2
creer	spain/a2
cristal	spain/a2
criticar	spain/b1
cruzado	latam/b1
cruzar	spain/a1
cruzarse	spain/a1
cuadernillo	latam/b1
cuaderno	spain/b1
cuadra	latam/a1
cuadrado	spain/a2
cuadrilla	latam/b1
cuadro	mexico/a0
cuanto antes	spain/b1
cuartel	latam/b1
cuarto	latam/a1
cuatrocientos	spain/b1
cubeta	latam/a1
cubo	spain/a1
cubrir	mexico/a0
cuchara	spain/a2
cuchillo	latam/a1
cuello	spain/b1
cuenco	spain/a2
cuenta	spain/a1
cuento	latam/a2
cuerpo	mexico/a0
cuestionar	spain/b1
cueva	mexico/a0
cuidado	mexico/a0
cuidar	latam/a0
cumpleañero	spain/a1
cumpleaños	latam/a0
cumplir	latam/b1
cuneta	spain/a2
cuota	spain/b1
curiosidad	mexico/a0
curioso	mexico/a0
curva	latam/a1
cuánto	latam/a2
cuántos vamos a ser	spain/a1
cuñada	spain/a1
cáscara	spain/a2
cédula	latam/a1
céntimo	spain/a2
código	spain/a2
cómodo	latam/a1
da las gracias	latam/a0
dar	latam/a2
dar a	latam/b1
dar fiado	latam/b1
dar la razón	latam/b1
dar las gracias	spain/b1
dar pereza	spain/a1
dar rabia	latam/b1
dar tiempo	spain/a1
dar vueltas	spain/a2
darse cuenta	latam/a1
darse la vuelta	spain/a1
dato	spain/b1
de broma	spain/a1
de cerca	spain/a1
de comer	spain/a2
de dos en dos	spain/a1
de frente	spain/a1
de fuera	spain/a2
de golpe	spain/b1
de lado	spain/a2
de mala gana	latam/b1
de memoria	spain/a1
de mes en mes	spain/b1
de momento	spain/b1
de más	latam/a1
de nuevo	spain/b1
de otra manera	spain/a1
de oídas	spain/b1
de par en par	spain/a2
de pasada	spain/a2
de pie	spain/a1
de por medio	spain/b1
de pronto	mexico/a0
de repente	mexico/a0
de repuesto	latam/a1
de rodillas	spain/a2
de todo	spain/b1
de una vez	spain/b1
de verdad	spain/a2
de vez en cuando	spain/b1
debajo	spain/a1
debajo de	spain/b1
deber	latam/a1
deber una	spain/a1
decidir	spain/a1
decidirse	spain/a1
decir	latam/a0
decir que sí	spain/a1
decisión	spain/b1
declarar	spain/b1
dedo	spain/a2
deducir	spain/b1
defender	spain/b1
dejar	latam/a1
dejarse	latam/a2
del bueno	spain/a1
del todo	spain/a1
delantal	spain/a1
delante	spain/a2
delgado	latam/a1
delicado	mexico/a0
delicioso	mexico/a0
demasiado	spain/a1
demora	latam/b1
demorar	latam/a1
demostrar	spain/b1
dentro	spain/a1
depender	latam/a2
depósito	spain/a2
derretir	latam/a2
desacuerdo	spain/b1
desagüe	latam/a1
desayunar	spain/a1
descansar	mexico/a0
descansillo	spain/b1
descargar	spain/b1
descolgar	spain/a2
desconfiar	spain/b1
desconocido	mexico/a0
describir	latam/a2
descuento	latam/a1
desde arriba	spain/a2
desde ayer	spain/a2
desde el principio	spain/b1
desde luego	spain/b1
desde siempre	spain/a2
deseo	spain/a2
desfile	latam/a0
desorden	spain/b1
despacio	mexico/a0
despedirse	mexico/a0
despensa	latam/b1
despertar	latam/a1
después	latam/a0
destornillador	latam/a1
desvío	spain/a2
detalle	mexico/a0
detenerse	latam/a2
determinar	spain/b1
detrás	latam/a1
deuda	spain/b1
deudas	latam/a2
devolver	spain/b1
devolverse	latam/a2
diario	latam/a2
dibujar	spain/a2
dibujo	mexico/a0
diccionario	spain/a1
diciembre	spain/a2
diferente	latam/a1
difícil	latam/a0
dinero	mexico/a0
dirección	spain/a2
disculpa	latam/b1
disculpe	latam/a1
discutir	spain/b1
disfraces	latam/a0
disfraz	latam/a0
disimular	spain/a2
disponible	latam/a1
distinto	latam/a2
dividir	spain/b1
doblar	latam/a1
doble	latam/a2
docena	latam/a1
doler	latam/a1
domingo	latam/a0
dormido	spain/a2
dormir	mexico/a0
dormirse	latam/a1
dos	latam/a0
dos veces	spain/b1
dragón	mexico/a0
ducha	latam/a1
duda	spain/a1
dudar	spain/b1
dueña	latam/a2
dueño	spain/a1
dulce	mexico/a0
durante	latam/a1
durar	latam/a1
duro	latam/a1
débil	spain/a2
día	latam/a0
días	spain/a1
dónde	latam/a0
echada	spain/a1
echar	latam/a2
echar de menos	spain/a2
eco	mexico/a0
edificio	spain/a1
educado	spain/a1
el de al lado	spain/a1
el doble	spain/b1
el día uno	spain/b1
el último	spain/b1
electricidad	latam/a1
electricista	spain/b1
elegante	mexico/a0
elegir	latam/a1
ella	latam/a0
emoción	spain/a2
empanada	latam/a1
empezar	latam/a0
empleado	latam/a1
empleo	spain/b1
empresa	latam/a1
empujar	latam/a1
en alto	spain/a2
en blanco	latam/b1
en dos	spain/a2
en mano	spain/b1
en medio	spain/b1
en partes	spain/b1
en persona	spain/b1
en punto	latam/a1
en rojo	latam/a1
en seco	spain/a2
en serio	spain/b1
en silencio	latam/a1
en tres partes	spain/b1
en voz alta	spain/b1
en voz baja	spain/a2
encargado	spain/b1
encender	latam/a0
encendido	latam/a1
enchufe	latam/a1
encima de	spain/b1
encogerse	spain/b1
encontrar	latam/a0
encontrarse	spain/a1
enfadar	spain/a2
enfadarse	spain/b1
enfrente	spain/a1
enfriar	latam/a2
engañar	spain/a2
enjuagar	latam/a2
enojado	latam/a1
enojo	latam/b1
enorme	mexico/a0
enormes	latam/a0
enrollar	spain/a2
ensalada	latam/a2
ensaladera	spain/a2
ensayo	latam/a1
enseguida	spain/b1
enseñar	spain/b1
entender	spain/b1
entendido	spain/a1
entera	spain/b1
enterarse	spain/b1
entero	mexico/a0
entonces	latam/a0
entrada	latam/a1
entrar	latam/a0
entrega	spain/b1
entregar	spain/a2
entusiasmo	spain/a2
enviar	latam/a2
envidia	latam/b1
envolver	latam/a1
envuelto	spain/a1
equipaje	latam/a1
equivocado	spain/a2
equivocarse	latam/a1
error	spain/a1
es decir	spain/b1
es que	spain/a1
es verdad	spain/b1
esa cara	spain/a1
esa semana	spain/a1
escalera	mexico/a0
escalón	latam/a1
escena	spain/a1
escenario	latam/a1
escoba	latam/a1
esconder	latam/a2
esconderse	latam/b1
escondido	spain/a1
escribir	spain/b1
escrita	spain/a2
escrito	spain/a1
escritorio	latam/a1
escritos	latam/a2
escuchar	mexico/a0
eso sí	spain/a1
espalda	spain/a2
esparadrapo	spain/a2
espejito	latam/a2
espejo	spain/a1
espera	spain/a1
esperanza	spain/b1
esperar	latam/a0
espesar	spain/a1
espeso	spain/a2
espinaca	spain/a2
espuma	latam/a1
esquema	spain/a2
esquina	latam/a0
esta vez	spain/a2
estacionamiento	latam/a1
estanco	spain/a1
estante	spain/a2
estantería	spain/a2
estar	latam/a0
estar sana	latam/b1
este	latam/a0
este año	spain/a1
estirar	latam/a1
esto	latam/a0
estrechas	latam/a0
estrecho	mexico/a0
estrella	mexico/a0
estricto	latam/a2
estudiar	mexico/a0
está todo mal	latam/a1
estómago	spain/a2
exacta	spain/b1
exactamente	latam/a1
exacto	latam/a1
excusa	spain/b1
excusarse	latam/b1
excusas	spain/a2
exigir	latam/b1
explicación	spain/b1
explicar	mexico/a0
explicarse	latam/a2
extraña	latam/a0
extraño	latam/a0
extraños	latam/a0
extremo	latam/a1
fachada	spain/a1
factura	latam/a1
falda	spain/a2
fallar	spain/b1
falso	latam/a2
falta gente	latam/a1
faltar	latam/a1
famoso	mexico/a0
farmacéutica	spain/a1
farol	latam/a1
favor	spain/b1
febrero	latam/a0
fecha	latam/a1
felicidades	spain/a1
feliz	latam/a0
feria	latam/a1
fiebre	spain/a1
figura	latam/a1
fijar	spain/a2
fijarse	latam/a2
fila	latam/a1
filtro	latam/a2
fino	latam/a1
firma	spain/b1
firmar	spain/b1
firme	latam/a1
flecha	spain/a1
flor	mexico/a0
flores	latam/a0
fogón	latam/b1
folleto	spain/a2
fonda	mexico/a0
fondo	latam/a1
frasco	spain/a2
frascos	latam/a2
frase	latam/a1
frase hecha	spain/b1
frazada	latam/a1
fregadero	spain/a2
fregar	spain/b1
fregona	spain/a1
frenar	latam/a1
frente	latam/a1
fresa	latam/a1
fresco	mexico/a0
freír	spain/a2
fritanga	spain/a1
fruta	mexico/a0
frutería	latam/a2
fría	spain/a1
frío	mexico/a0
fuego	spain/a2
fuente	mexico/a0
fuera	latam/a1
fuera de hora	latam/b1
fuerte	mexico/a0
fuerza	mexico/a0
funcionar	spain/a1
funicular	mexico/a0
fácil	latam/a1
gafas	mexico/a0
galleta	latam/a1
gallo	latam/b1
galpón	latam/b1
ganancia	latam/b1
ganar	latam/a1
ganas	latam/a2
gancho	spain/a2
garganta	spain/a1
gas	spain/b1
gaseosa	latam/a2
gastado	latam/b1
gasto	latam/a1
gato	mexico/a0
gente	mexico/a0
gesto	latam/a1
girar	latam/a1
girarse	spain/b1
globo	latam/a1
globos	latam/a0
golpear	spain/a2
goma	latam/a1
gota	latam/a2
gotear	latam/a1
gracia	spain/b1
gracias	mexico/a0
gran	latam/a0
grande	mexico/a0
grano	spain/a2
grapa	spain/a2
greca	latam/b1
grifo	latam/a1
grises	latam/a0
gritar	latam/a0
grito	latam/a2
grueso	spain/a2
grupo	mexico/a0
guadua	latam/b1
guante	spain/b1
guapa	spain/a1
guapo	spain/a2
guardado	latam/b1
guardar	mexico/a0
guardarropa	latam/a2
guiso	spain/a1
gustar	latam/a0
gusto	spain/a2
guía	mexico/a0
habitación	spain/b1
hablando de	spain/a1
hablar	latam/a0
hablar mal	spain/a1
hace dos semanas	spain/b1
hacer cola	spain/a1
hacer falta	spain/b1
hacerse a	spain/a1
hacia	latam/a0
hacia abajo	spain/b1
hambre	mexico/a0
harina	spain/a1
hasta arriba	spain/a2
hasta cierto punto	spain/b1
hay	latam/a0
hazme el favor	latam/a1
hecha	spain/b1
helada	latam/b1
helado	spain/a2
heredar	spain/b1
hermana	latam/a1
hermano	latam/a0
hermosa	latam/a0
hermoso	latam/a0
herramienta	latam/a1
hervir	spain/a2
hierba	spain/a2
hija	latam/a0
hijos	latam/a0
hilera	latam/b1
hilo	latam/b1
historia	mexico/a0
hoja	latam/a1
hombre	latam/a0
hombro	spain/b1
hondo	mexico/a0
hora	latam/a0
horario	latam/a1
horarios	latam/a2
horas	latam/a0
horchata	latam/a0
horizonte	spain/a2
horno	spain/b1
hoy	latam/a0
hueco	latam/a1
huella	spain/a2
huerto	spain/a2
hueso	spain/a2
humo	spain/a2
húmedas	spain/a1
húmedo	mexico/a0
ida y vuelta	latam/a1
idioma	latam/a1
iglesia	mexico/a0
igual	spain/b1
igual de	spain/a1
igualito	latam/b1
imaginar	latam/a2
importancia	spain/b1
impuesto	spain/b1
incluso	latam/a1
incorrecto	latam/a1
indicar	spain/b1
informe	spain/a2
ingrediente	mexico/a0
ingresar	spain/b1
ingreso	spain/a2
inquilino	latam/a1
inquilinos	latam/a2
inseguro	spain/b1
insistir	spain/a1
instrucciones	spain/a1
intención	spain/a2
intentar	latam/a1
intento	spain/a2
interesar	latam/a2
interruptor	latam/a1
inventar	latam/b1
invierno	spain/a1
invitada	latam/a2
invitar	latam/a1
inútil	spain/b1
ir	latam/a0
isla	latam/b1
izquierda	latam/a1
jabón	spain/a1
jaguar	mexico/a0
jamás	latam/a1
jamón	spain/a1
jarabe	spain/a1
jardín	mexico/a0
jarra	latam/a1
jarro	mexico/a0
jefa	latam/a1
jitomate	latam/a1
jornal	latam/b1
joven	mexico/a0
juego	spain/a2
jueves	spain/a2
jugo	latam/a2
juicio	latam/b1
julio	spain/a1
junio	spain/b1
junta	latam/a0
juntar	latam/a1
juntarse	latam/b1
juntas	latam/a2
junto	spain/a2
juntos	latam/a0
justificar	latam/b1
justo	latam/a1
la del primero	spain/a1
la gente con plata	latam/a1
la próxima semana	spain/b1
la semana que viene	spain/b1
labio	latam/a1
lado	spain/a2
ladrido	spain/a2
ladrillo	spain/b1
lago	latam/a0
largo	mexico/a0
lastimado	latam/b1
lata	spain/a2
latir	latam/a0
lavabo	latam/a1
lavado	latam/a2
lavadora	spain/b1
lavar	latam/a2
le gusta	latam/a0
leche	latam/a1
lechuga	spain/a2
leer	spain/a1
lejano	spain/a1
lejos	mexico/a0
lentamente	latam/a1
lentitud	latam/b1
lento	latam/a1
letra	latam/a1
letrero	latam/a1
levantar	latam/a0
levantar la mesa	latam/b1
levantarse	spain/a1
ley	spain/b1
leyenda	mexico/a0
libre	spain/a1
librero	latam/a2
libreta	latam/a1
libro	latam/a0
ligera	spain/a1
ligero	latam/a1
lijar	latam/b1
limonero	spain/a2
limpiar	mexico/a0
limpieza	latam/a1
limpio	latam/a1
limón	spain/a2
linterna	latam/a1
liso	spain/a2
lista	latam/a1
listo	latam/a1
llama	spain/a1
llamada	latam/a1
llamar	latam/a0
llave	spain/b1
llaves	spain/a1
llegada	latam/a1
llegar	mexico/a0
llena	latam/b1
llenar	latam/a1
llenarse	spain/a1
llenas	latam/a0
lleno	mexico/a0
llevar	latam/a0
llorar	latam/a0
llover	mexico/a0
lluvia	latam/a0
lo demás	spain/b1
lo que te salga	spain/a1
lo tuyo	spain/b1
local	latam/a1
loma	spain/a2
lomito	latam/a1
luces	latam/a0
luego	spain/a1
lugar	latam/a0
luma	latam/b1
luna	mexico/a0
lunes	latam/a0
luz	mexico/a0
lágrima	mexico/a0
lámpara	latam/a2
lápiz	latam/a1
línea	mexico/a0
madera	latam/a0
madre	latam/a1
madrugar	latam/b1
mala cara	spain/a1
mala idea	spain/a1
malas noticias	latam/a1
maleta	spain/a1
malo	latam/a2
mamá	latam/a0
mancha	latam/a1
mandar	spain/b1
manera	spain/a2
manga	latam/a1
mango	mexico/a0
manguera	latam/a2
mano	mexico/a0
manta	latam/a1
manteca	latam/a1
mantel	spain/a2
manual	spain/b1
mapa	mexico/a0
mar	spain/a2
marca	latam/b1
marcar	latam/a1
marcha	spain/a2
marchando	spain/a1
marcharse	spain/a1
marco	spain/b1
marea	latam/b1
margen	spain/b1
mariposas	latam/a0
marrón	latam/a2
martes	latam/a0
marzo	spain/a1
masa	spain/a2
mate	latam/b1
material	spain/b1
maya	mexico/a0
mayor	latam/a2
mayordomo	latam/b1
mayoría	spain/b1
mazamorra	latam/b1
maíz	mexico/a0
mañana	latam/a0
me equivoco	latam/a0
mecer	spain/a2
mecánico	latam/b1
media	latam/a2
media hora	spain/b1
medida	latam/b1
medio	latam/a1
medio año	spain/b1
mediodía	latam/a2
medir	latam/b1
mejilla	latam/a1
mejor	spain/a1
mejorar	latam/b1
menos	latam/a2
menos cinco	spain/a1
mensaje	latam/a1
mentir	latam/a2
mentira	latam/a1
menú	latam/a1
mercado	mexico/a0
merienda	latam/a2
mes	spain/a2
mesa	mexico/a0
mesa larga	spain/a1
mesero	latam/a1
mesilla	spain/a1
metal	latam/a1
meter	latam/a1
meterse	latam/b1
mezclar	mexico/a0
micrófono	latam/a1
miedo	mexico/a0
miel	spain/a2
mientras	latam/a1
mientras tanto	spain/b1
milcao	latam/b1
minuto	spain/b1
minutos	spain/a1
mira	spain/a1
mira que	spain/a1
mirada	latam/a1
mirador	mexico/a0
mirar	mexico/a0
mirá vos	latam/a1
mismo	spain/a1
mitad	latam/a1
miércoles	latam/a0
mochila	mexico/a0
modelo	latam/a2
modo	latam/a1
mojado	latam/a1
mojar	latam/a1
mole	mexico/a0
molestar	spain/b1
moneda	mexico/a0
monedero	latam/a1
montar	spain/a1
montaña	mexico/a0
montañas	latam/a0
morder	spain/a1
morral	latam/a1
mostrador	latam/a1
mostrar	latam/a0
mote	spain/b1
motor	latam/b1
mover	mexico/a0
mucha	latam/a0
muchacha	latam/a2
muchas	latam/a0
muchas gracias	spain/a1
mucho	latam/a0
mudarse	spain/b1
mueca	spain/a2
mueve	spain/a1
mujer	latam/a0
mundo	spain/b1
murmullo	spain/b1
muro	spain/a2
muy	latam/a0
muy bueno	spain/a1
muñeca	spain/a2
mágico	mexico/a0
máquina	spain/a1
más	latam/a0
más bajo	spain/a1
más que	spain/b1
mío	spain/a1
móvil	spain/a1
músico	mexico/a0
nada	latam/a0
nada más	spain/b1
nadar	mexico/a0
nadie	latam/a0
naranja	latam/a2
necesario	latam/a1
necesitar	latam/a0
negar	latam/a1
negociar	spain/b1
nervioso	latam/a1
nevado	latam/b1
nevera	latam/a1
ni el gato	spain/a1
nieve	latam/a0
ninguna parte	spain/a2
