german-expat	hör	listen (hören, imperative); listen up (Hör zu)	Nadia: Hör zu: Der Fall Pizzakarton wurde aufgeklärt, dritter Stock, man bittet um Entschuldigung.
german-expat	höre	hear (hören)	(NO APARECE)
german-expat	hören	to listen; listen (Hören Sie, from formal)	Brandt: Hören Sie.
german-expat	ich	I	Nadia: Ich habe Gehaltsnachweise, Schufa und ein Empfehlungsschreiben von meiner künftigen Chefin dabei.
german-expat	immer	always	Immer die Person mit dem besten Alibi.
german-expat	indem	by doing; the way in which	Brandt: Loyalität zeigt man hier, indem man um fünf fertig ist.
german-expat	ist	is (sein)	Das ist keine Besichtigung, das ist ein Vorsprechen.
german-expat	jahre	years (das Jahr)	Mein Visum läuft noch anderthalb Jahre.
german-expat	jetzt	now	Bis jetzt hat sie noch jeden Fehler gerochen.
german-expat	juni	June	Es ist Juni.
german-expat	kalender	calendar, diary	Zum dritten Mal diese Woche zückt jemand einen Kalender.
german-expat	kampf	fight, battle (der Kampf)	Zahl es einfach; diesen Kampf gewinnt keiner.
german-expat	kann	can (können)	Die Tür öffnet Frau Siebert: Lesebrille, strenger Scheitel, ein Blick, der Zettel schreiben kann.
german-expat	karton	cardboard box (der Karton)	Zu Hause wartet das neue Regal, seit einer Woche im Karton.
german-expat	kaum	hardly, barely	Ich kann den Kopf kaum drehen.
german-expat	kein	no, not a	Zwei Wochen in Berlin, und ohne Anmeldung läuft nichts: kein Konto, kein Arbeitsvertrag.
german-expat	keinem	no, not a (kein, dative)	Steht in keinem Protokoll.
german-expat	keller	basement, cellar (der Keller)	Im Keller wohnt die Hausordnung.
german-expat	kennt	knows (kennen)	Timo kennt die Wahrheit hinter der Warteschleife.
german-expat	kind	child; also a warm 'dear' when addressing someone	Kind, du brauchst Franzbranntwein und eine Wärmflasche.
german-expat	kirche	church (die Kirche)	(NO APARECE)
german-expat	klingeln	to ring a doorbell	Klingeln und miteinander reden?
german-expat	klingt	sounds (klingen)	Timo: Auf die Frau, die das Sie überlebt hat und jetzt Chefin klingt.
german-expat	kollegen	colleagues (der Kollege)	(NO APARECE)
german-expat	komm	come (kommen)	Timo: Komm mit.
german-expat	kommt	comes (kommen)	Termin um zwanzig vor sieben; selbst die Sonne kommt später.
german-expat	komplimente	compliments (das Kompliment)	Bei uns verpackt man Kritik normalerweise in Komplimente.
german-expat	kostet	costs (kosten)	Das Porto kostet mehr als die Information.
german-expat	krank	ill, sick	Und ich glaube, ich bin auch noch krank geworden.
german-expat	kreuz	cross, the pharmacy sign	Das grüne Kreuz über der Apotheke ist dunkel.
german-expat	kuchen	cake (der Kuchen)	Sonntag, kurz nach acht, Erdgeschoss: Nadia mit einem Kuchen, und Timo, der sich selbst eingeladen hat.
german-expat	können	can, to be able to	Und ein paar sehr lehrreiche Niederlagen; drei Ämter können das bestätigen.
german-expat	kündigung	formal cancellation of a contract (die Kündigung)	Kostenlos, aber die Kündigung ist schwierig.
german-expat	lampe	lamp (die Lampe)	Um halb sieben ist das Stockwerk ein Museum: leere Stühle, dunkle Bildschirme, nur Nadias Lampe brennt.
german-expat	land	country, land (das Land)	Timo: Willkommen im Land der Ankündigungen.
german-expat	lass	let (lassen); let me guess (lass mich raten)	Timo: Lass mich raten.
german-expat	lebt	lives (leben)	Wer sich einliest, lebt hier friedlich.
german-expat	lehnt	leans (lehnen)	Am Tresen lehnt Ronja, hört mit, und legt Nadia eine Hand auf die Schulter.
german-expat	leichter	more easily, lighter	Am Morgen dreht der Nacken sich leichter, und Punkt acht wählt sie die Nummer für den Akuttermin.
german-expat	lernt	learns (lernen)	Der Dienstausweis ist noch warm aus dem Drucker, da lernt Nadia die wichtigste Landkarte des Büros: wer du ist und wer Sie bleibt.
german-expat	leuchtet	shines, is lit (leuchten)	Auf der Tafel leuchtet B 244.
german-expat	leute	people	Nadia will nur Leute kennenlernen.
german-expat	liebe	dear (letter opening); love	Nadia: “Liebe Nadia, nach reiflicher Überlegung...”
german-expat	liegen	to lie; it will suit you (das wird Ihnen liegen)	Präzision unter Druck; das Projekt wird Ihnen liegen.
german-expat	liest	reads (lesen)	Nadia liest den Zettel dreimal.
german-expat	links	left, to the left	Lea: Und der Herd zieht nach links.
german-expat	loch	hole (das Loch)	Die Bohrmaschine schafft genau ein Loch.
german-expat	lärm	noise (der Lärm)	Der Lärm von neulich ist vergessen; wer solche Zettel schreibt, gehört zu diesem Haus.
german-expat	machst	do, make (machen)	(NO APARECE)
german-expat	macht	makes, does (machen)	Katja: Ein Paket annehmen macht man für jeden.
german-expat	magen	stomach (der Magen)	Ihr Magen: nicht mehr ganz korrekt.
german-expat	man	one, you (impersonal)	Katja: Ein Paket annehmen macht man für jeden.
german-expat	mantel	coat (der Mantel)	Dann kommen Schritte näher, und Frau Brandt steht da, den Mantel über dem Arm.
german-expat	mein	my	Mein Vermieter ist seit einer Woche wie vom Erdboden verschluckt.
german-expat	meine	my	Gießt du meine Pflanzen?
german-expat	meinem	my (dative)	In meinem Vertrag stand irgendwas von förmlicher Unternehmenskultur.
german-expat	meisten	most people (die meisten)	Frau Nadia, Sie sind besser vorbereitet als die meisten Deutschen.
german-expat	merk	note it, remember (merken)	Merk dir das, dann verstehst du dieses Land.
german-expat	miete	rent (die Miete)	Nadia: Gewöhn dich dran; Geduld ist hier die halbe Miete.
german-expat	mieter	tenants (der Mieter)	Ordentlicher aufgereiht als meine Mieter.
german-expat	mir	me (dative)	Nadia: Du gibst mir deinen Schlüssel?
german-expat	mit	with	Bewerbungsgespräch mit Katze.
german-expat	mitglied	member	Nicht Mitglied werden.
german-expat	mittags	at midday, at lunchtime	Mittags steht Nadia mit ihrem Tablett vor der Kaffeemaschine, direkt neben Frau Brandt.
german-expat	monat	month (der Monat)	Sie sind die Dritte diesen Monat; die Formulare habe ich auf Vorrat.
german-expat	monaten	months (dative)	Hier bin ich nach Monaten noch die neue Bekanntschaft, nie die Freundin.
german-expat	morgens	in the mornings	Ronja: Der Kater frisst morgens und abends, die Pflanzen zweimal die Woche.
german-expat	museum	museum (das Museum)	Um halb sieben ist das Stockwerk ein Museum: leere Stühle, dunkle Bildschirme, nur Nadias Lampe brennt.
german-expat	musst	must, have to (müssen)	Du musst ein Schreiben aufsetzen.
german-expat	nachbarin	female neighbour	Das sagt meine Nachbarin auch.
german-expat	nadias	Nadia's	Um halb sieben ist das Stockwerk ein Museum: leere Stühle, dunkle Bildschirme, nur Nadias Lampe brennt.
german-expat	name	name (der Name)	Ihr Name, korrekt geschrieben.
german-expat	natürlich	of course, naturally	Wollny: Natürlich.
german-expat	neben	next to, beside	Mittags steht Nadia mit ihrem Tablett vor der Kaffeemaschine, direkt neben Frau Brandt.
german-expat	nehme	take (nehmen); I assume (nehme ich an)	Lindner: Wohnungsgeberbestätigung, nehme ich an.
german-expat	nein	no	Nadia: Ehrlich gesagt nein.
german-expat	nervös	nervous	Zweitens: Sie reden zu schnell, wenn Sie nervös sind.
german-expat	neu	new	Arbeitsvertrag, neu.
german-expat	nicht	not	Timo: Übertreib nicht gleich.
german-expat	nichts	nothing	Ronja drückt Nadia einen Wohnungsschlüssel in die Hand, als wäre es nichts.
german-expat	nickt	nods (nicken)	Timo nickt und sagt den Satz, der in Deutschland alles einleitet.
german-expat	nie	never	Hier bin ich nach Monaten noch die neue Bekanntschaft, nie die Freundin.
german-expat	nimmt	takes (nehmen)	Sie nimmt ihren Ordner, geht zwei Schritte, dreht sich noch einmal um.
german-expat	nirgends	nowhere	Ich bekomme nirgends einen Termin.
german-expat	nummer	number (die Nummer)	Er hält einen Umschlag hoch, Beweisstück Nummer eins.
german-expat	nächstes	next	Nächstes Mal du zuerst; dann gieße ich deine.
german-expat	nötig	necessary, needed	Einen mehr als nötig, sozusagen als Entschuldigung.
german-expat	ob	whether, if	Darüber, ob ich Tischtennis spielen darf?
german-expat	oder	or	Nach Sympathie oder nach Aktenlage?
german-expat	oft	often	Sie glauben nicht, wie oft genau daran alles scheitert.
german-expat	ohne	without	Nadia setzt sich, und Frau Schmidt springt ihr ohne Umweg auf den Schoß.
german-expat	oktober	October	Gute Besserung im Oktober.
german-expat	organisiert	organized (organisieren)	Wer hier regelmäßig lange bleibt, gilt nicht als fleißig, sondern als schlecht organisiert.
german-expat	papier	paper, document (das Papier)	Der Briefkasten klemmt vor lauter Papier.
german-expat	papiere	papers, documents (das Papier)	Die Papiere legt sie einzeln vor, wie Trümpfe.
german-expat	passiert	happened (passieren)	Nadia: Und was passiert, wenn man die Stockwerke verwechselt?
german-expat	person	person (die Person)	Wichtig ist da drin nur eine Person, und die hat vier Pfoten.
german-expat	praxis	doctor's practice	Erste Praxis, freundliche Stimme.
german-expat	prinzip	principle (das Prinzip)	Brandt: Das Sandwich-Prinzip.
german-expat	problem	problem (das Problem)	Nadia: Dann habe ich ein Problem.
german-expat	präsentation	presentation (die Präsentation)	Drei Dinge zu Ihrer Präsentation.
german-expat	prüft	tests, examines (prüfen)	Diese Stadt prüft wirklich alles.
german-expat	punkt	at seven sharp (Punkt sieben)	Punkt sieben spuckt das Portal die stornierten Termine aus.
german-expat	pünktlich	punctual, on time	Siebert: Sie sind pünktlich.
german-expat	qualität	quality (die Qualität)	(NO APARECE)
german-expat	reden	to talk, speak	Zweitens: Sie reden zu schnell, wenn Sie nervös sind.
german-expat	regal	shelf (das Regal)	Oder eine Schraube für das Regal?
german-expat	regel	rule (die Regel)	Und morgen zeige ich dir unsere heiligste Regel: den Feierabend.
german-expat	regelmäßig	regularly	Wer hier regelmäßig lange bleibt, gilt nicht als fleißig, sondern als schlecht organisiert.
german-expat	regeln	rules (die Regel); as verb: to settle	Nadia: Elf Seiten Regeln für einen Ball übers Netz.
german-expat	respekt	respect; nice job	Timo: Respekt, beim ersten Anlauf.
german-expat	rest	the rest, remainder (der Rest)	Den Rest schaffst du schon.
german-expat	rezept	prescription	Möglichst ohne Rezept.
german-expat	riecht	smells (riechen)	Der Flur der Ausländerbehörde riecht nach Automatenkaffee und Weltgeschichte.
german-expat	sage	say (sagen, ich form)	(NO APARECE)
german-expat	sagt	says (sagen)	Das sagt dir nur keiner.
german-expat	sauber	clean	Sauber: Altpapier.
german-expat	schaffst	manage, get done (schaffen)	Den Rest schaffst du schon.
german-expat	schaut	looks (schauen)	Timo schaut auf die Uhr, dann auf Nadia; das Grinsen ist verschwunden.
german-expat	schicken	to send	Ohne die schicken sie dich wieder nach Hause: freundlich, aber gnadenlos.
german-expat	schickt	sends (schicken)	Draußen geht die Sonne auf; Nadia schickt Timo eine Sprachnachricht.
german-expat	schlecht	bad, badly	Wer hier regelmäßig lange bleibt, gilt nicht als fleißig, sondern als schlecht organisiert.
german-expat	schneller	faster (schnell)	Immerhin arbeitet die Katze schneller als jedes Amt.
german-expat	schriftlich	in writing	Aber wir werden es bald schriftlich wissen.
german-expat	schritte	steps, footsteps (der Schritt)	Dann kommen Schritte näher, und Frau Brandt steht da, den Mantel über dem Arm.
german-expat	schwester	sister (die Schwester)	Siebert: Die Schwester war es.
german-expat	schwören	to swear, to vow	Katja: Wir schwören beide auf Wärme.
german-expat	sechs	six	Nach sechs Wochen Probezeit?
german-expat	sehen	to see	Sehen Sie die Tomaten?
german-expat	sehr	very, very much	Ich freue mich sehr, du...
german-expat	seiten	pages (die Seite)	Nadia: Elf Seiten Regeln für einen Ball übers Netz.
german-expat	sekunde	second (die Sekunde)	Eine Sekunde dehnt sich wie Kaugummi.
german-expat	setzen	sit down, formal (Setzen Sie sich, from sich setzen)	Brandt: Setzen Sie sich.
german-expat	sieben	seven	Bürgeramt Neukölln, sieben Uhr.
german-expat	siehst	you don't look like (du siehst nicht aus, from aussehen)	(NO APARECE)
german-expat	sieht	sees (sehen)	Da sieht man die Stockwerke nicht.
german-expat	sind	are (sein)	Sie sind die Dritte diesen Monat; die Formulare habe ich auf Vorrat.
german-expat	sitzt	sits (sitzen)	Wer einmal dort sitzt, gehört dazu; und irgendwann bietet dir dort sogar der Förmlichste das Du an.
german-expat	small	small (English loan)	Small Talk ist die Schale, der Stammtisch ist der Kern.
german-expat	sofa	sofa (das Sofa)	Auf dem Sofa thront eine graue Katze und mustert die Bewerber einzeln.
german-expat	sogar	even	Sonntags schließt sogar Berlin.
german-expat	sondern	but rather	So etwas erfährt man nicht von der Hausverwaltung, sondern an der Kasse eines Spätis.
german-expat	sonntags	on Sundays	Sonntags schließt sogar Berlin.
german-expat	spielen	to play	Nadia: Ich wollte doch nur ein paar Bälle spielen.
german-expat	spielt	plays (spielen)	(NO APARECE)
german-expat	spontan	spontaneous(ly)	Nadia: Und wenn die Wäsche spontan schmutzig wird?
german-expat	springt	jumps (springen)	Nadia setzt sich, und Frau Schmidt springt ihr ohne Umweg auf den Schoß.
german-expat	später	later	Zwei Wochen später gedeihen alle Pflanzen, und Ronja bringt aus dem Urlaub etwas mit.
german-expat	stammtisch	the regulars' table	Ein Jahr, zwei Stempel, ein Stammtisch.
german-expat	stand	stood; was written (stehen, past)	Nadia: Vor einem Jahr stand ich genau hier, mit deinem Blick.
german-expat	stapeln	to pile up (sich stapeln)	Vor Timos Haus stapeln sich Kartons; der Altbau kontert mit fünftem Stock ohne Aufzug.
german-expat	stehen	to stand	Vor Katjas Späti stehen drei Menschen mit demselben verlorenen Blick.
german-expat	stil	style; in style (mit Stil)	Ankunft mit Stil.
german-expat	stock	floor, storey (der Stock)	Hier unten du, im dritten Stock wohnt das Sie.
german-expat	streiten	to argue, to quarrel	Erst streiten alle, dann meinen sie dasselbe.
german-expat	stunde	hour (die Stunde)	Eine Stunde später hängt Nadias Antwort im Treppenhaus: Hiermit werden sämtliche Vorwürfe zurückgewiesen.
german-expat	stunden	hours (die Stunde)	Dann bleiben uns jetzt exakt vier Stunden.
german-expat	suchen	to look for; we've been looking for you (wir suchen Sie)	(NO APARECE)
german-expat	tafel	board (die Tafel)	Timo: Entscheidend ist nur, die Wartemarke zu ziehen, bevor die Tafel deine Uhrzeit überspringt.
german-expat	tage	days (der Tag)	Drei Tage Wartezeit für vierzehn Quadratmeter.
german-expat	talk	talk (English loan)	Small Talk ist die Schale, der Stammtisch ist der Kern.
german-expat	tasche	bag, pocket	Nadia geht nach Hause, den Schlüssel in der Tasche.
german-expat	telefon	telephone	Sie greift zum Telefon.
german-expat	termin	appointment (der Termin)	Hier kriegst du eher Karten für ein ausverkauftes Konzert als einen Termin beim Bürgeramt.
german-expat	termine	appointments (der Termin)	Punkt sieben spuckt das Portal die stornierten Termine aus.
german-expat	teure	expensive (teuer)	Auf dem Rückweg rechnet Nadia: billige Miete, teure Freiheit.
german-expat	tonnen	bins (die Tonne)	Ich habe Respekt vor fünf Tonnen.
